Question,Answer
"Help with Security Bulletin: IBM PureApplication System is affected by a security vulnerability. (CVE-2015-1890) I need to understand details regarding ""Security Bulletin: IBM PureApplication System is affected by a security vulnerability (CVE-2015-1890)"". Where can I find this information? ","CVEID: CVE-2015-1890 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-1890] 

DESCRIPTION: IBM General Parallel File System could allow someone who has access to a snap file generated by the gpfs.snap tool (/usr/lpp/mmfs/bin/gpfs.snap) to read the private keys of certificates used by GPFS for daemon communications via the TLS protocol.
CVSS Base Score: 3.5
CVSS Temporal Score: See [https://exchange.xforce.ibmcloud.com/]https://exchange.xforce.ibmcloud.com/vulnerabilities/101382 [https://exchange.xforce.ibmcloud.com/vulnerabilities/101382] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:M/Au:S/C:P/I:N/A:N)"
Security Bulletin: Multiple vulnerabilities in IBM Java Runtime affect API Connect I need to understand details regarding Security Bulletin: Multiple vulnerabilities in IBM Java Runtime affect API Connect ( CVE-2016-5548). Where can I find this information? ,"CVEID: CVE-2016-5548 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-5548]
DESCRIPTION: An unspecified vulnerability related to the Libraries component could allow a remote attacker to obtain sensitive information resulting in a high confidentiality impact using unknown attack vectors.
CVSS Base Score: 6.5
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/120864 [https://exchange.xforce.ibmcloud.com/vulnerabilities/120864] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N)"
Support for Domino 9.0.1 with ICC? Is Domino v9.0.1 and FP's supported for ICC?,"Starting with IBM Content Collector 4.0.1 Fix Pack 6, IBM Lotus Domino/Notes 9.0.1 FP7,FP8 are supported

Starting with IBM Content Collector 4.0.1 Fix Pack 4, IBM Lotus Domino/Notes 9.0.1 FP6 is supported 

 Starting with IBM Content Collector 4.0.1 Fix Pack 2, IBM Lotus Domino/Notes 9.0.1 FP4, FP5, Mozilla Firefox 35 and Microsoft Edge are supported. IBM Content Collector supports the latest fix packs of the server and client software."
"VScan not working after migrating Datacap Application from 8.1 to 9.0.1 

Hello,

I have recently migrated one datacap application developed in Datacap 8.1 to Datacap 9.0.1. I followed the complete instruction provided in the link 

http://www.ibm.com/support/knowledgecenter/SSZRWV_9.0.1/com.ibm.dc.develop.doc/dcadv001.htm

 

After migration, when I tried to execute the application using Datacap Desktop. I got errors that ""This batch has no data to process. Aborting"" and ""Unable to run queue"". I am attaching the screenshots of error. I am also attaching the DStudio rule's screenshot.

I have verified and configured all the required settings.

Please guide if someone has faced the similar issue and resolved it.

Thanks.
","The ""Bind DCO type to panel"" for Datacap Desktop is case-sensitive. Be sure the DCO name matches as it appears in Datacap Studio (both the spelling and case-sensitivity)."
Is MQ V7.0 is going out of support? Is Websphere MQ V7.0 is going out of support?,"IBM has withdrawn support for WebSphere MQ V7.0.1 and V7.0.0, WebSphere MQ for z/OS V7.0.1 and V7.0.0,"
"Unable to login to FileNet Workplace XT 1.1.5.x. Getting error, Problem initializing encryption/decryption with keyID. 

We are having issue while trying to login Workplace XT. Getting the error message below as soon as I hit after giving credentials.

Error Message: com.filenet.wcm.api.EncryptionException: Problem initializing encryption/decryption with keyId 7d3f93e3, size 256 bits. java.home=/opt/IBM/WebSphere/AppServer/java/jre. Cause: java.security. InvalidKeyException: Illegal key size or default parameters

IBM WAS 8.5.5.9 Workplace XT 1.1.5",This behavior occurs if Workplace XT is configured to use Maximum strength keys (>128bit) during installation.
Why are the component parameters missing for the Enable Hold and Virtual Interview Multiple Response functionality? Why are the component parameters missing for the Enable Hold and Virtual Interview Multiple Response functionality? ,The documentation references a MULTIPLE_RESPONSES_FOR_HOLD_VI_ALLOWED and a MULTIPLE_RESPONSES_INTERVIEW_AUTO_COMPLETE parameter that is supposed to be under the VIRTUAL_INTERVIEW_CONFIGURATION component.These component parameters are not automatically added as part of the database upgrade scripts.
What happens if I run arssyscr -I instance_name -r  without having Report Distribution enabled or installed? What will I see if I run arssyscr -I instance_name -r without having Report Distribution enabled or installed in CMOD v9.0?,"You will see the ""table or view does not exist"" errors in your Systemlog"
Authorization code issue like many of the other questions posted on here ... I'm having trouble authenticating my SPSS authorization code. Then there is an issue getting a license code back from the IBM proxy server to complete my download. Please help. ,"For installation & licensing issues on Student version and Graduate pack, contact your vendor."
Help with Security Bulletin: Vulnerability in SSLv3 affects IID and WID (CVE-2014-3566) I need to understand details regarding Security Bulletin: Vulnerability in SSLv3 affects IBM Integration Designer and WebSphere Integration Developer (CVE-2014-3566). Where can I find this information? ,"CVE-ID: CVE-2014-3566 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-3566]

DESCRIPTION: IBM Integration Designer and WebSphere Integration Developer could allow a remote attacker to obtain sensitive information, caused by a design error when using the SSLv3 protocol. A remote user with the ability to conduct a man-in-the-middle attack could exploit this vulnerability via a POODLE (Padding Oracle On Downgraded Legacy Encryption) attack to decrypt SSL sessions and access the plaintext of encrypted connections.

CVSS Base Score: 4.3
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/97013 [https://exchange.xforce.ibmcloud.com/vulnerabilities/97013] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:M/Au:N/C:P/I:N/A:N)"
"Report stuck in current queue 

We have one report that has been showing in the admin current
activities status tab for 20+ days and we have had 2 full re-starts
since then. Also it appears we have interactive jobs staying around as well for past days and days.

How can we clean this up ?","Dropping the NC* tables that use this script: 

Steps:
1. Stop the Cognos Service
2. Take a physical backup of the Content Store or Notification database
3. Select the appropriate folder for your content store or notification database type under <install>/configuration/schemas/delivery/<dbtype>/ 
4. Run NC_DROP_<dbtype>.sql against the content store or notification database 
4. Restart Cognos Services. 

Should dropping the NC* tables not resolve the issue, then restore the content or notification store from the last backup version."
"Unable to unistall Data Studio 3.1.1 on Windows 
We use Data Studio 3.1.1.0 with DB2 WSE V9.7 FP11 on Windows 2008. While trying to new version of Data Studio 4.1.2, we are able to install it successfully. But unable to uninstall the existing 3.1.1.0, getting the jvm error ""Could not find the main class"". How we can delete it?
","Please try to uninstall all products including Install Manager 
(IM) then reinstall IM and Data Studio 4.1.2."
"Upgrading the feature level to 8 for a VOB and ACLs  We have upgraded to Clearcase version 8.0.1.3  ( on Windows 2008 Server) 
How to upgrade the feature level of a single VOB from 5 to 8 ?","Execute the following two commands: 

 1. cleartool chflevel -replica <new feature level> replica:<replica name>@\<vob tag>
    
    
 2. cleartool chflevel -family <new feature level> vob:\<vob tag>"
Help with Security Bulletin: IBM MQ Clients can send a specially crafted message that could cause a channel to SIGSEGV. (CVE-2017-1747) I need to understand details regarding Security Bulletin: IBM MQ Clients can send a specially crafted message that could cause a channel to SIGSEGV. (CVE-2017-1747). Where can I find this information? ,"CVEID: CVE-2017-1747 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-1747]
DESCRIPTION: A specially crafted message could cause a denial of service in an IBM MQ application consuming messages that the application needs to perform data conversion on.
CVSS Base Score: 5.3
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/135520 [https://exchange.xforce.ibmcloud.com/vulnerabilities/135520] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H)"
Setting session timeouts and precedence What are the different ways to set the session timeout values. What takes more precedence?,"The HTTP Session time-out can be set in the following places: 

 * From the Administrative Console at the server, Enterprise application, and Web application levels 
 * At the time when the application is packaged 
 * In the application code"
"ITMv6 issue: Cognos reports run for an extended period, sometimes never finishes ITMv6 issue: Cognos reports run for an extended period, sometimes never finishes

","TCR 2.1/2.1.1 server provides a default setting for heap size, a minimum size (xms) of 512MB and a maximum size (xmx) of 1024MB."
Does Portal 7.0.0.2 CF20 support upgrading the DB2 JDBC Driver from 4.11.77 to 4.18.60? Does Portal 7.0.0.2 CF20 support upgrading the DB2 JDBC Driver from 4.11.77 to 4.18.60?,IBM DB2 Universal JDBC Provider (XA) from DB2 z/OS (type 4) Version and future fix packs All Applicable AIX OS Requires APAR PK93123 for DB2 on z/OS V8.1 and V9.1. You can obtain the fix from DB2 on z/OS support or IBMLINK.
DASH 3.1.2.1 to 3.1.3.0 taking long time DASH 3.1.2.1 to 3.1.3.0 taking long time. How to fix this?,"The upgrade must be initiated by using the attached script, which gives the non-root user (who originally installed this Jazz for Service Management instance) the correct permissions for the upgrade process."
"Install path under ""Program Files"" My path for the OS agent is e:\Program Files\IBM. Is there any issues or underlying problems if I install under ""Program Files""? Just want to make sure no issues with a ""space"" in the install path. ","Getting the below error when you try to install ITM on Window OS 

""D:\Program Files\IBM\ITM"" includes blanks. Due to your system settings the installation path cannot include blanks, please specify location with no spaces."
